location,scene
"GC Pot Freestanding PoH","OOT_GORON_CITY"
"GC Rolling Goron as Child","OOT_GORON_CITY"
"GC Rolling Goron as Adult","OOT_GORON_CITY"
"GC Medigoron","OOT_GORON_CITY"
"GC Maze Left Chest","OOT_GORON_CITY"
"GC Maze Center Chest","OOT_GORON_CITY"
"GC Maze Right Chest","OOT_GORON_CITY"
"GC Deku Scrub Grotto Left","UNKNOWN"
"GC Deku Scrub Grotto Center","UNKNOWN"
"GC Deku Scrub Grotto Right","UNKNOWN"
"GC GS Center Platform","OOT_INSIDE_GANON_CASTLE_COLLAPSING"
"GC GS Boulder Maze","OOT_INSIDE_GANON_CASTLE_COLLAPSING"
"GC Shop Item 1","OOT_GORON_SHOP"
"GC Shop Item 2","OOT_GORON_SHOP"
"GC Shop Item 3","OOT_GORON_SHOP"
"GC Shop Item 4","OOT_GORON_SHOP"
"GC Shop Item 5","OOT_GORON_SHOP"
"GC Shop Item 6","OOT_GORON_SHOP"
"GC Shop Item 7","OOT_GORON_SHOP"
"GC Shop Item 8","OOT_GORON_SHOP"
"GC Spinning Pot Bomb Drop 1","OOT_GORON_CITY"
"GC Spinning Pot Bomb Drop 2","OOT_GORON_CITY"
"GC Spinning Pot Bomb Drop 3","OOT_GORON_CITY"
"GC Spinning Pot Rupee Drop 1","OOT_GORON_CITY"
"GC Spinning Pot Rupee Drop 2","OOT_GORON_CITY"
"GC Spinning Pot Rupee Drop 3","OOT_GORON_CITY"
"GC Spinning Pot PoH Drop Rupee 1","OOT_GORON_CITY"
"GC Spinning Pot PoH Drop Rupee 2","OOT_GORON_CITY"
"GC Darunia Pot 1","OOT_GORON_CITY"
"GC Darunia Pot 2","OOT_GORON_CITY"
"GC Darunia Pot 3","OOT_GORON_CITY"
"GC Medigoron Pot","OOT_GORON_CITY"
"GC Lower Staircase Pot 1","OOT_GORON_CITY"
"GC Lower Staircase Pot 2","OOT_GORON_CITY"
"GC Upper Staircase Pot 1","OOT_GORON_CITY"
"GC Upper Staircase Pot 2","OOT_GORON_CITY"
"GC Upper Staircase Pot 3","OOT_GORON_CITY"
"GC Boulder Maze Crate","OOT_GORON_CITY"
"GC Grotto Beehive","OOT_GROTTOS"
"GC Maze Gossip Stone Fairy Spawn","OOT_GORON_CITY"
"GC Maze Gossip Stone Big Fairy Spawn","OOT_GORON_CITY"
"GC Medigoron Gossip Stone Fairy Spawn","OOT_GORON_CITY"
"GC Medigoron Gossip Stone Big Fairy Spawn","OOT_GORON_CITY"
"DMC Volcano Freestanding PoH","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Wall Freestanding PoH","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Upper Grotto Chest","OOT_GROTTOS"
"DMC Great Fairy Reward","UNKNOWN"
"DMC Deku Scrub","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Deku Scrub Grotto Left","UNKNOWN"
"DMC Deku Scrub Grotto Center","UNKNOWN"
"DMC Deku Scrub Grotto Right","UNKNOWN"
"DMC GS Crate","OOT_INSIDE_GANON_CASTLE_COLLAPSING"
"DMC GS Bean Patch","OOT_INSIDE_GANON_CASTLE_COLLAPSING"
"DMC Adult Green Rupee 1","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Adult Green Rupee 2","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Adult Green Rupee 3","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Adult Green Rupee 4","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Adult Green Rupee 5","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Adult Green Rupee 6","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Adult Red Rupee","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Child Red Rupee 1","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Child Red Rupee 2","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Child Blue Rupee 1","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Child Blue Rupee 2","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Child Blue Rupee 3","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Child Blue Rupee 4","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Child Blue Rupee 5","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Child Blue Rupee 6","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Near GC Pot 1","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Near GC Pot 2","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Near GC Pot 3","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Near GC Pot 4","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Upper Grotto Beehive 1","OOT_GROTTOS"
"DMC Upper Grotto Beehive 2","OOT_GROTTOS"
"DMC Hammer Grotto Beehive","OOT_GROTTOS"
"DMC Upper Grotto Grass 1","OOT_GROTTOS"
"DMC Upper Grotto Grass 2","OOT_GROTTOS"
"DMC Upper Grotto Grass 3","OOT_GROTTOS"
"DMC Upper Grotto Grass 4","OOT_GROTTOS"
"DMC Red Bubble Below Bridge To Fire Temple","OOT_DEATH_MOUNTAIN_CRATER"
"DMC First Plank Red Bubble","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Second Plank Red Bubble 1","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Second Plank Red Bubble 2","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Pierre Platform Red Bubble","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Gossip Stone Fairy Spawn","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Gossip Stone Big Fairy Spawn","OOT_DEATH_MOUNTAIN_CRATER"
"DMC Upper Grotto Butterfly Fairy 1","OOT_GROTTOS"
"DMC Upper Grotto Butterfly Fairy 2","OOT_GROTTOS"
"DMC Upper Grotto Butterfly Fairy 3","OOT_GROTTOS"
"DMC Upper Grotto Gossip Stone Fairy Spawn","OOT_GROTTOS"
"DMC Upper Grotto Gossip Stone Big Fairy Spawn","OOT_GROTTOS"
"ZR Magic Bean Salesman","OOT_ZORA_RIVER"
"ZR Open Grotto Chest","OOT_GROTTOS"
"ZR Frogs Zeldas Lullaby","OOT_ZORA_RIVER"
"ZR Frogs Eponas Song","OOT_ZORA_RIVER"
"ZR Frogs Sarias Song","OOT_ZORA_RIVER"
"ZR Frogs Suns Song","OOT_ZORA_RIVER"
"ZR Frogs Song of Time","OOT_ZORA_RIVER"
"ZR Frogs in the Rain","OOT_ZORA_RIVER"
"ZR Frogs Ocarina Game","OOT_ZORA_RIVER"
"ZR Near Open Grotto Freestanding PoH","OOT_ZORA_RIVER"
"ZR Near Domain Freestanding PoH","OOT_ZORA_RIVER"
"ZR Deku Scrub Grotto Front","UNKNOWN"
"ZR Deku Scrub Grotto Rear","UNKNOWN"
"ZR GS Tree","OOT_LAIR_GOHMA"
"ZR GS Ladder","OOT_LAIR_GOHMA"
"ZR GS Near Raised Grottos","OOT_LAIR_GOHMA"
"ZR GS Above Bridge","OOT_LAIR_GOHMA"
"ZR Waterfall Red Rupee 1","OOT_ZORA_RIVER"
"ZR Waterfall Red Rupee 2","OOT_ZORA_RIVER"
"ZR Waterfall Red Rupee 3","OOT_ZORA_RIVER"
"ZR Waterfall Red Rupee 4","OOT_ZORA_RIVER"
"ZR Open Grotto Beehive 1","OOT_GROTTOS"
"ZR Open Grotto Beehive 2","OOT_GROTTOS"
"ZR Storms Grotto Beehive","OOT_GROTTOS"
"ZR Open Grotto Grass 1","OOT_GROTTOS"
"ZR Open Grotto Grass 2","OOT_GROTTOS"
"ZR Open Grotto Grass 3","OOT_GROTTOS"
"ZR Open Grotto Grass 4","OOT_GROTTOS"
"ZR Near Freestanding PoH Grass","OOT_ZORA_RIVER"
"ZR Front Grass Patch 1","OOT_ZORA_RIVER"
"ZR Front Grass Patch 2","OOT_ZORA_RIVER"
"ZR Front Grass Patch 3","OOT_ZORA_RIVER"
"ZR Front Grass Patch 4","OOT_ZORA_RIVER"
"ZR Front Grass Patch 5","OOT_ZORA_RIVER"
"ZR Front Grass Patch 6","OOT_ZORA_RIVER"
"ZR Front Grass Patch 7","OOT_ZORA_RIVER"
"ZR Front Grass Patch 8","OOT_ZORA_RIVER"
"ZR Front Grass Patch 9","OOT_ZORA_RIVER"
"ZR Front Grass Patch 10","OOT_ZORA_RIVER"
"ZR Front Grass Patch 11","OOT_ZORA_RIVER"
"ZR Front Grass Patch 12","OOT_ZORA_RIVER"
"ZR Child Front River Wonderitem 1","OOT_ZORA_RIVER"
"ZR Child Front River Wonderitem 2","OOT_ZORA_RIVER"
"ZR Child Front River Wonderitem 3","OOT_ZORA_RIVER"
"ZR Child Front River Wonderitem 4","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 1","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 2","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 3","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 4","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 5","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 6","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 7","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 8","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 9","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 10","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 11","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 12","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 13","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 14","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 15","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 16","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 17","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 18","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 19","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 20","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 21","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 22","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 23","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 24","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 25","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 26","OOT_ZORA_RIVER"
"ZR Child River Wonderitem 27","OOT_ZORA_RIVER"
"ZR Child Octorok Near Bean Salesman","OOT_ZORA_RIVER"
"ZR Child Octorok Near Bridge","OOT_ZORA_RIVER"
"ZR Child Near Frogs Tektite 1","OOT_ZORA_RIVER"
"ZR Child Near Frogs Tektite 2","OOT_ZORA_RIVER"
"ZR Adult Lower Octorok 1","OOT_ZORA_RIVER"
"ZR Adult Lower Octorok 2","OOT_ZORA_RIVER"
"ZR Adult Octorok 1","OOT_ZORA_RIVER"
"ZR Adult Octorok 2","OOT_ZORA_RIVER"
"ZR Adult Octorok 3","OOT_ZORA_RIVER"
"ZR Adult Octorok 4","OOT_ZORA_RIVER"
"ZR Adult Octorok 5","OOT_ZORA_RIVER"
"ZR Adult Octorok 6","OOT_ZORA_RIVER"
"ZR Butterfly Fairy 1","OOT_ZORA_RIVER"
"ZR Butterfly Fairy 2","OOT_ZORA_RIVER"
"ZR Waterfall Butterfly Fairy 1","OOT_ZORA_RIVER"
"ZR Waterfall Butterfly Fairy 2","OOT_ZORA_RIVER"
"ZR Waterfall Butterfly Fairy 3","OOT_ZORA_RIVER"
"ZR Near Grottos Gossip Stone Fairy Spawn","OOT_ZORA_RIVER"
"ZR Near Grottos Gossip Stone Big Fairy Spawn","OOT_ZORA_RIVER"
"ZR Near Domain Gossip Stone Fairy Spawn","OOT_ZORA_RIVER"
"ZR Near Domain Gossip Stone Big Fairy Spawn","OOT_ZORA_RIVER"
"ZR Open Grotto Gossip Stone Fairy Spawn","OOT_GROTTOS"
"ZR Open Grotto Gossip Stone Big Fairy Spawn","OOT_GROTTOS"
"ZR Open Grotto Butterfly Fairy 1","OOT_GROTTOS"
"ZR Open Grotto Butterfly Fairy 2","OOT_GROTTOS"
"ZR Open Grotto Butterfly Fairy 3","OOT_GROTTOS"
"ZR Fairy Fountain Fairy 1","OOT_FAIRY_FOUNTAIN"
"ZR Fairy Fountain Fairy 2","OOT_FAIRY_FOUNTAIN"
"ZR Fairy Fountain Fairy 3","OOT_FAIRY_FOUNTAIN"
"ZR Fairy Fountain Fairy 4","OOT_FAIRY_FOUNTAIN"
"ZR Fairy Fountain Fairy 5","OOT_FAIRY_FOUNTAIN"
"ZR Fairy Fountain Fairy 6","OOT_FAIRY_FOUNTAIN"
"ZR Fairy Fountain Fairy 7","OOT_FAIRY_FOUNTAIN"
"ZR Fairy Fountain Fairy 8","OOT_FAIRY_FOUNTAIN"
"ZD Diving Minigame","OOT_ZORA_DOMAIN"
"ZD Chest","OOT_ZORA_DOMAIN"
"ZD King Zora Thawed","OOT_ZORA_DOMAIN"
"ZD Trade Prescription","OOT_ZORA_DOMAIN"
"ZD GS Frozen Waterfall","OOT_LAIR_GOHMA"
"ZD Shop Item 1","OOT_ZORA_SHOP"
"ZD Shop Item 2","OOT_ZORA_SHOP"
"ZD Shop Item 3","OOT_ZORA_SHOP"
"ZD Shop Item 4","OOT_ZORA_SHOP"
"ZD Shop Item 5","OOT_ZORA_SHOP"
"ZD Shop Item 6","OOT_ZORA_SHOP"
"ZD Shop Item 7","OOT_ZORA_SHOP"
"ZD Shop Item 8","OOT_ZORA_SHOP"
"ZD Pot 1","OOT_ZORA_DOMAIN"
"ZD Pot 2","OOT_ZORA_DOMAIN"
"ZD Pot 3","OOT_ZORA_DOMAIN"
"ZD Pot 4","OOT_ZORA_DOMAIN"
"ZD Pot 5","OOT_ZORA_DOMAIN"
"ZD In Front of King Zora Beehive 1","OOT_ZORA_DOMAIN"
"ZD In Front of King Zora Beehive 2","OOT_ZORA_DOMAIN"
"ZD Behind King Zora Beehive","OOT_ZORA_DOMAIN"
"ZD Gossip Stone Fairy Spawn","OOT_ZORA_DOMAIN"
"ZD Gossip Stone Big Fairy Spawn","OOT_ZORA_DOMAIN"
"ZD Fairy Fountain Fairy 1","OOT_FAIRY_FOUNTAIN"
"ZD Fairy Fountain Fairy 2","OOT_FAIRY_FOUNTAIN"
"ZD Fairy Fountain Fairy 3","OOT_FAIRY_FOUNTAIN"
"ZD Fairy Fountain Fairy 4","OOT_FAIRY_FOUNTAIN"
"ZD Fairy Fountain Fairy 5","OOT_FAIRY_FOUNTAIN"
"ZD Fairy Fountain Fairy 6","OOT_FAIRY_FOUNTAIN"
"ZD Fairy Fountain Fairy 7","OOT_FAIRY_FOUNTAIN"
"ZD Fairy Fountain Fairy 8","OOT_FAIRY_FOUNTAIN"
"ZF Great Fairy Reward","UNKNOWN"
"ZF Iceberg Freestanding PoH","OOT_ZORA_FOUNTAIN"
"ZF Bottom Freestanding PoH","OOT_ZORA_FOUNTAIN"
"ZF GS Above the Log","OOT_LAIR_GOHMA"
"ZF GS Tree","OOT_LAIR_GOHMA"
"ZF GS Hidden Cave","OOT_LAIR_GOHMA"
"ZF Bottom Green Rupee 1","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 2","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 3","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 4","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 5","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 6","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 7","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 8","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 9","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 10","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 11","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 12","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 13","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 14","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 15","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 16","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 17","OOT_ZORA_FOUNTAIN"
"ZF Bottom Green Rupee 18","OOT_ZORA_FOUNTAIN"
"ZF Hidden Cave Pot 1","OOT_ZORA_FOUNTAIN"
"ZF Hidden Cave Pot 2","OOT_ZORA_FOUNTAIN"
"ZF Hidden Cave Pot 3","OOT_ZORA_FOUNTAIN"
"ZF Near Jabu Pot 1","OOT_ZORA_FOUNTAIN"
"ZF Near Jabu Pot 2","OOT_ZORA_FOUNTAIN"
"ZF Near Jabu Pot 3","OOT_ZORA_FOUNTAIN"
"ZF Near Jabu Pot 4","OOT_ZORA_FOUNTAIN"
"ZF Fairy Gossip Stone Fairy Spawn","OOT_ZORA_FOUNTAIN"
"ZF Fairy Gossip Stone Big Fairy Spawn","OOT_ZORA_FOUNTAIN"
"ZF Jabu Gossip Stone Fairy Spawn","OOT_ZORA_FOUNTAIN"
"ZF Jabu Gossip Stone Big Fairy Spawn","OOT_ZORA_FOUNTAIN"
"ZF Adult Octorok 1","OOT_ZORA_FOUNTAIN"
"ZF Adult Octorok 2","OOT_ZORA_FOUNTAIN"
"ZF Adult Near Circling Platforms Octorok 1","OOT_ZORA_FOUNTAIN"
"ZF Adult Near Circling Platforms Octorok 2","OOT_ZORA_FOUNTAIN"
"ZF Adult Tektite","OOT_ZORA_FOUNTAIN"
"ZF Hidden Cave Invisible Skulltula 1","OOT_ZORA_FOUNTAIN"
"ZF Hidden Cave Invisible Skulltula 2","OOT_ZORA_FOUNTAIN"
"ZF Hidden Cave Invisible Skulltula 3","OOT_ZORA_FOUNTAIN"
"ZF Hidden Cave Invisible Skulltula 4","OOT_ZORA_FOUNTAIN"
"ZF Hidden Cave Visible Skulltula","OOT_ZORA_FOUNTAIN"
"ZF Child Butterfly Fairy 1","OOT_ZORA_FOUNTAIN"
"ZF Child Butterfly Fairy 2","OOT_ZORA_FOUNTAIN"
"LH Underwater Item","OOT_LAKE_HYLIA"
"LH Child Fishing","OOT_FISHING_POND"
"LH Adult Fishing","OOT_FISHING_POND"
"LH Loach Fishing","OOT_FISHING_POND"
"LH Lab Dive","OOT_LABORATORY"
"LH Trade Eyeball Frog","OOT_LABORATORY"
"LH Freestanding PoH","OOT_LAKE_HYLIA"
"LH Sun","OOT_LAKE_HYLIA"
"LH Deku Scrub Grotto Left","UNKNOWN"
"LH Deku Scrub Grotto Center","UNKNOWN"
"LH Deku Scrub Grotto Right","UNKNOWN"
"LH GS Bean Patch","OOT_LAIR_KING_DODONGO"
"LH GS Lab Wall","OOT_LAIR_KING_DODONGO"
"LH GS Small Island","OOT_LAIR_KING_DODONGO"
"LH GS Lab Crate","OOT_LAIR_KING_DODONGO"
"LH GS Tree","OOT_LAIR_KING_DODONGO"
"LH Underwater Near Shore Green Rupee","OOT_LAKE_HYLIA"
"LH Underwater Green Rupee 1","OOT_LAKE_HYLIA"
"LH Underwater Green Rupee 2","OOT_LAKE_HYLIA"
"LH Lab Dive Red Rupee 1","OOT_LABORATORY"
"LH Lab Dive Red Rupee 2","OOT_LABORATORY"
"LH Lab Dive Red Rupee 3","OOT_LABORATORY"
"LH Grotto Beehive","OOT_GROTTOS"
"Lake Hylia Warp Pad Grass 1","OOT_LAKE_HYLIA"
"Lake Hylia Warp Pad Grass 2","OOT_LAKE_HYLIA"
"Lake Hylia Child Scarecrow Grass 1","OOT_LAKE_HYLIA"
"Lake Hylia Child Scarecrow Grass 2","OOT_LAKE_HYLIA"
"Lake Hylia Child Scarecrow Grass 3","OOT_LAKE_HYLIA"
"Lake Hylia Child Scarecrow Grass 4","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 1","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 2","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 3","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 4","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 5","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 6","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 7","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 8","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 9","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 10","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 11","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 12","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 13","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 14","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 15","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 16","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 17","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 18","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 19","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 20","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 21","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 22","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 23","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 24","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 25","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 26","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 27","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 28","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 29","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 30","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 31","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 32","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 33","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 34","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 35","OOT_LAKE_HYLIA"
"Lake Hylia Grass Patch 36","OOT_LAKE_HYLIA"
"LH Child Near Lab Octorok","OOT_LAKE_HYLIA"
"LH Child Bridge Octorok 1","OOT_LAKE_HYLIA"
"LH Child Bridge Octorok 2","OOT_LAKE_HYLIA"
"LH Child Tektite 1","OOT_LAKE_HYLIA"
"LH Child Tektite 2","OOT_LAKE_HYLIA"
"LH Child Tektite 3","OOT_LAKE_HYLIA"
"LH Adult Guay 1","OOT_LAKE_HYLIA"
"LH Adult Guay 2","OOT_LAKE_HYLIA"
"LH Adult Guay 3","OOT_LAKE_HYLIA"
"LH Adult Guay 4","OOT_LAKE_HYLIA"
"LH Adult Tektite 1","OOT_LAKE_HYLIA"
"LH Adult Tektite 2","OOT_LAKE_HYLIA"
"LH Adult Tektite 3","OOT_LAKE_HYLIA"
"LH Adult Tektite 4","OOT_LAKE_HYLIA"
"LH Adult Tektite 5","OOT_LAKE_HYLIA"
"LH Adult Tektite 6","OOT_LAKE_HYLIA"
"LH Adult Tektite 7","OOT_LAKE_HYLIA"
"LH Adult Tektite 8","OOT_LAKE_HYLIA"
"LH Child Fish 1","OOT_FISHING_POND"
"LH Child Fish 2","OOT_FISHING_POND"
"LH Child Fish 3","OOT_FISHING_POND"
"LH Child Fish 4","OOT_FISHING_POND"
"LH Child Fish 5","OOT_FISHING_POND"
"LH Child Fish 6","OOT_FISHING_POND"
"LH Child Fish 7","OOT_FISHING_POND"
"LH Child Fish 8","OOT_FISHING_POND"
"LH Child Fish 9","OOT_FISHING_POND"
"LH Child Fish 10","OOT_FISHING_POND"
"LH Child Fish 11","OOT_FISHING_POND"
"LH Child Fish 12","OOT_FISHING_POND"
"LH Child Fish 13","OOT_FISHING_POND"
"LH Child Fish 14","OOT_FISHING_POND"
"LH Child Fish 15","OOT_FISHING_POND"
"LH Child Loach 1","OOT_FISHING_POND"
"LH Child Loach 2","OOT_FISHING_POND"
"LH Adult Fish 1","OOT_FISHING_POND"
"LH Adult Fish 2","OOT_FISHING_POND"
"LH Adult Fish 3","OOT_FISHING_POND"
"LH Adult Fish 4","OOT_FISHING_POND"
"LH Adult Fish 5","OOT_FISHING_POND"
"LH Adult Fish 6","OOT_FISHING_POND"
"LH Adult Fish 7","OOT_FISHING_POND"
"LH Adult Fish 8","OOT_FISHING_POND"
"LH Adult Fish 9","OOT_FISHING_POND"
"LH Adult Fish 10","OOT_FISHING_POND"
"LH Adult Fish 11","OOT_FISHING_POND"
"LH Adult Fish 12","OOT_FISHING_POND"
"LH Adult Fish 13","OOT_FISHING_POND"
"LH Adult Fish 14","OOT_FISHING_POND"
"LH Adult Fish 15","OOT_FISHING_POND"
"LH Adult Loach","OOT_FISHING_POND"
"LH Lab Gossip Stone Fairy Spawn","OOT_LAKE_HYLIA"
"LH Lab Gossip Stone Big Fairy Spawn","OOT_LAKE_HYLIA"
"LH Gossip Stone (Southeast) Fairy Spawn","OOT_LAKE_HYLIA"
"LH Gossip Stone (Southeast) Big Fairy Spawn","OOT_LAKE_HYLIA"
"LH Gossip Stone (Southwest) Fairy Spawn","OOT_LAKE_HYLIA"
"LH Gossip Stone (Southwest) Big Fairy Spawn","OOT_LAKE_HYLIA"
"LH Child Butterfly Fairy 1","OOT_LAKE_HYLIA"
"LH Child Butterfly Fairy 2","OOT_LAKE_HYLIA"
"LH Child Butterfly Fairy 3","OOT_LAKE_HYLIA"
"LH Suns Song Fairy","OOT_LAKE_HYLIA"
"GV Crate Freestanding PoH","OOT_GERUDO_VALLEY"
"GV Waterfall Freestanding PoH","OOT_GERUDO_VALLEY"
"GV Chest","OOT_GERUDO_VALLEY"
"GV Trade Poachers Saw","OOT_GERUDO_VALLEY"
"GV Deku Scrub Grotto Front","UNKNOWN"
"GV Deku Scrub Grotto Rear","UNKNOWN"
"GV Cow","OOT_GERUDO_VALLEY"
"GV GS Small Bridge","OOT_LAIR_BARINADE"
"GV GS Bean Patch","OOT_LAIR_BARINADE"
"GV GS Behind Tent","OOT_LAIR_BARINADE"
"GV GS Pillar","OOT_LAIR_BARINADE"
"GV Octorok Grotto Red Rupee","OOT_GROTTOS"
"GV Octorok Grotto Blue Rupee 1","OOT_GROTTOS"
"GV Octorok Grotto Blue Rupee 2","OOT_GROTTOS"
"GV Octorok Grotto Blue Rupee 3","OOT_GROTTOS"
"GV Octorok Grotto Green Rupee 1","OOT_GROTTOS"
"GV Octorok Grotto Green Rupee 2","OOT_GROTTOS"
"GV Octorok Grotto Green Rupee 3","OOT_GROTTOS"
"GV Octorok Grotto Green Rupee 4","OOT_GROTTOS"
"GV Crate Near Cow","OOT_GERUDO_VALLEY"
"GV Freestanding PoH Crate","OOT_GERUDO_VALLEY"
"GV Storms Grotto Beehive","OOT_GROTTOS"
"GV Adult Upper Waterfall Wonderitem","OOT_GERUDO_VALLEY"
"GV Adult Lower Waterfall Wonderitem","OOT_GERUDO_VALLEY"
"GV Adult Upper Octorok 1","OOT_GERUDO_VALLEY"
"GV Adult Upper Octorok 2","OOT_GERUDO_VALLEY"
"GV Adult Upper Octorok 3","OOT_GERUDO_VALLEY"
"GV Adult Lower Octorok 1","OOT_GERUDO_VALLEY"
"GV Adult Lower Octorok 2","OOT_GERUDO_VALLEY"
"GV Octorok Grotto Octorok","OOT_GROTTOS"
"GV Gossip Stone Fairy Spawn","OOT_GERUDO_VALLEY"
"GV Gossip Stone Big Fairy Spawn","OOT_GERUDO_VALLEY"
"GF Chest","OOT_GERUDO_FORTRESS"
"GF HBA 1000 Points","OOT_GERUDO_FORTRESS"
"GF HBA 1500 Points","OOT_GERUDO_FORTRESS"
